,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player
0,2016-17,20.0,BOS,NBA,SF,78.0,20.0,1341.0,192.0,423.0,0.45399999999999996,46.0,135.0,0.341,146.0,288.0,0.507,0.508,85.0,124.0,0.685,45.0,175.0,220.0,64.0,35.0,18.0,68.0,142.0,515.0,Giannis Antetokounmpo
1,2017-18,21.0,BOS,NBA,SG,70.0,70.0,2152.0,373.0,803.0,0.465,121.0,306.0,0.395,252.0,497.0,0.507,0.54,150.0,233.0,0.644,66.0,280.0,346.0,114.0,70.0,26.0,124.0,181.0,1017.0,Giannis Antetokounmpo
2,2018-19,22.0,BOS,NBA,SG,74.0,25.0,1913.0,368.0,792.0,0.465,95.0,276.0,0.344,273.0,516.0,0.529,0.525,133.0,202.0,0.6579999999999999,65.0,248.0,313.0,100.0,69.0,32.0,99.0,186.0,964.0,Giannis Antetokounmpo
3,2019-20,23.0,BOS,NBA,SG,3.0,3.0,86.0,20.0,40.0,0.5,4.0,14.0,0.28600000000000003,16.0,26.0,0.615,0.55,8.0,12.0,0.667,1.0,19.0,20.0,6.0,2.0,3.0,4.0,11.0,52.0,Giannis Antetokounmpo
4,Career,,,NBA,,225.0,118.0,5492.0,953.0,2058.0,0.46299999999999997,266.0,731.0,0.364,687.0,1327.0,0.518,0.528,376.0,571.0,0.6579999999999999,177.0,722.0,899.0,284.0,176.0,79.0,295.0,520.0,2548.0,Giannis Antetokounmpo
5,2013-14,19.0,MIL,NBA,SF,77.0,23.0,1897.0,173.0,418.0,0.414,41.0,118.0,0.34700000000000003,132.0,300.0,0.44,0.46299999999999997,138.0,202.0,0.6829999999999999,78.0,261.0,339.0,150.0,60.0,61.0,122.0,173.0,525.0,James Harden
6,2014-15,20.0,MIL,NBA,SG,81.0,71.0,2541.0,383.0,780.0,0.491,7.0,44.0,0.159,376.0,736.0,0.511,0.496,257.0,347.0,0.741,100.0,442.0,542.0,207.0,73.0,85.0,173.0,254.0,1030.0,James Harden
7,2015-16,21.0,MIL,NBA,PG,80.0,79.0,2823.0,513.0,1013.0,0.506,28.0,109.0,0.257,485.0,904.0,0.537,0.52,296.0,409.0,0.7240000000000001,113.0,499.0,612.0,345.0,94.0,113.0,208.0,258.0,1350.0,James Harden
8,2016-17,22.0,MIL,NBA,SF,80.0,80.0,2845.0,656.0,1259.0,0.521,49.0,180.0,0.272,607.0,1079.0,0.563,0.541,471.0,612.0,0.77,142.0,558.0,700.0,434.0,131.0,151.0,234.0,246.0,1832.0,James Harden
9,2017-18,23.0,MIL,NBA,PF,75.0,75.0,2756.0,742.0,1402.0,0.529,43.0,140.0,0.307,699.0,1262.0,0.5539999999999999,0.545,487.0,641.0,0.76,156.0,597.0,753.0,361.0,109.0,106.0,223.0,231.0,2014.0,James Harden
10,2018-19,24.0,MIL,NBA,PF,72.0,72.0,2358.0,721.0,1247.0,0.578,52.0,203.0,0.256,669.0,1044.0,0.6409999999999999,0.599,500.0,686.0,0.7290000000000001,159.0,739.0,898.0,424.0,92.0,110.0,268.0,232.0,1994.0,James Harden
11,2019-20,25.0,MIL,NBA,PF,7.0,7.0,222.0,74.0,121.0,0.612,4.0,23.0,0.174,70.0,98.0,0.7140000000000001,0.628,42.0,70.0,0.6,13.0,85.0,98.0,52.0,8.0,11.0,29.0,29.0,194.0,James Harden
12,Career,,,NBA,,472.0,407.0,15442.0,3262.0,6240.0,0.523,224.0,817.0,0.27399999999999997,3038.0,5423.0,0.56,0.541,2191.0,2967.0,0.738,761.0,3181.0,3942.0,1973.0,567.0,637.0,1257.0,1423.0,8939.0,James Harden
13,2009-10,20.0,OKC,NBA,SG,76.0,0.0,1738.0,233.0,578.0,0.40299999999999997,93.0,248.0,0.375,140.0,330.0,0.424,0.484,194.0,240.0,0.8079999999999999,47.0,197.0,244.0,137.0,80.0,20.0,106.0,200.0,753.0,Russell Westbrook
14,2010-11,21.0,OKC,NBA,SG,82.0,5.0,2189.0,298.0,684.0,0.436,113.0,324.0,0.349,185.0,360.0,0.514,0.518,289.0,343.0,0.843,42.0,213.0,255.0,176.0,92.0,24.0,106.0,207.0,998.0,Russell Westbrook
15,2011-12,22.0,OKC,NBA,SG,62.0,2.0,1946.0,309.0,629.0,0.491,114.0,292.0,0.39,195.0,337.0,0.579,0.5820000000000001,312.0,369.0,0.846,30.0,222.0,252.0,229.0,62.0,15.0,137.0,150.0,1044.0,Russell Westbrook
16,2012-13,23.0,HOU,NBA,SG,78.0,78.0,2985.0,585.0,1337.0,0.43799999999999994,179.0,486.0,0.368,406.0,851.0,0.47700000000000004,0.504,674.0,792.0,0.851,62.0,317.0,379.0,455.0,142.0,38.0,295.0,178.0,2023.0,Russell Westbrook
17,2013-14,24.0,HOU,NBA,SG,73.0,73.0,2777.0,549.0,1205.0,0.456,177.0,483.0,0.366,372.0,722.0,0.515,0.529,576.0,665.0,0.866,61.0,283.0,344.0,446.0,115.0,29.0,265.0,177.0,1851.0,Russell Westbrook
18,2014-15,25.0,HOU,NBA,SG,81.0,81.0,2981.0,647.0,1470.0,0.44,208.0,555.0,0.375,439.0,915.0,0.48,0.511,715.0,824.0,0.868,75.0,384.0,459.0,565.0,154.0,60.0,321.0,208.0,2217.0,Russell Westbrook
19,2015-16,26.0,HOU,NBA,SG,82.0,82.0,3125.0,710.0,1617.0,0.439,236.0,657.0,0.359,474.0,960.0,0.494,0.512,720.0,837.0,0.86,63.0,438.0,501.0,612.0,139.0,51.0,374.0,229.0,2376.0,Russell Westbrook
20,2016-17,27.0,HOU,NBA,PG,81.0,81.0,2947.0,674.0,1533.0,0.44,262.0,756.0,0.34700000000000003,412.0,777.0,0.53,0.525,746.0,881.0,0.847,95.0,564.0,659.0,907.0,121.0,38.0,464.0,215.0,2356.0,Russell Westbrook
21,2017-18,28.0,HOU,NBA,SG,72.0,72.0,2551.0,651.0,1449.0,0.449,265.0,722.0,0.36700000000000005,386.0,727.0,0.531,0.541,624.0,727.0,0.858,41.0,348.0,389.0,630.0,126.0,50.0,315.0,169.0,2191.0,Russell Westbrook
22,2018-19,29.0,HOU,NBA,PG,78.0,78.0,2867.0,843.0,1909.0,0.442,378.0,1028.0,0.368,465.0,881.0,0.528,0.541,754.0,858.0,0.879,66.0,452.0,518.0,586.0,158.0,58.0,387.0,244.0,2818.0,Russell Westbrook
23,2019-20,30.0,HOU,NBA,SG,7.0,7.0,247.0,64.0,168.0,0.381,24.0,95.0,0.253,40.0,73.0,0.5479999999999999,0.452,104.0,113.0,0.92,10.0,26.0,36.0,52.0,7.0,3.0,40.0,25.0,256.0,Russell Westbrook
24,Career,,,NBA,,772.0,559.0,26353.0,5563.0,12579.0,0.442,2049.0,5646.0,0.363,3514.0,6933.0,0.507,0.524,5708.0,6649.0,0.858,592.0,3444.0,4036.0,4795.0,1196.0,386.0,2810.0,2002.0,18883.0,Russell Westbrook
25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Russell Westbrook
26,8 seasons,,HOU,NBA,,552.0,552.0,20480.0,4723.0,10688.0,0.442,1729.0,4782.0,0.36200000000000004,2994.0,5906.0,0.507,0.523,4913.0,5697.0,0.862,473.0,2812.0,3285.0,4253.0,962.0,327.0,2461.0,1445.0,16088.0,Russell Westbrook
27,3 seasons,,OKC,NBA,,220.0,7.0,5873.0,840.0,1891.0,0.444,320.0,864.0,0.37,520.0,1027.0,0.506,0.529,795.0,952.0,0.835,119.0,632.0,751.0,542.0,234.0,59.0,349.0,557.0,2795.0,Russell Westbrook
28,2008-09,20.0,OKC,NBA,PG,82.0,65.0,2668.0,436.0,1095.0,0.39799999999999996,35.0,129.0,0.271,401.0,966.0,0.415,0.414,349.0,428.0,0.815,178.0,221.0,399.0,435.0,110.0,16.0,274.0,191.0,1256.0,Stephen Curry
29,2009-10,21.0,OKC,NBA,PG,82.0,82.0,2813.0,485.0,1160.0,0.418,23.0,104.0,0.221,462.0,1056.0,0.43799999999999994,0.428,329.0,422.0,0.78,143.0,258.0,401.0,652.0,108.0,34.0,268.0,204.0,1322.0,Stephen Curry
30,2010-11,22.0,OKC,NBA,PG,82.0,82.0,2847.0,614.0,1390.0,0.442,34.0,103.0,0.33,580.0,1287.0,0.451,0.45399999999999996,531.0,631.0,0.8420000000000001,121.0,258.0,379.0,670.0,155.0,30.0,316.0,207.0,1793.0,Stephen Curry
31,2011-12,23.0,OKC,NBA,PG,66.0,66.0,2331.0,578.0,1266.0,0.457,62.0,196.0,0.316,516.0,1070.0,0.48200000000000004,0.48100000000000004,340.0,413.0,0.823,96.0,205.0,301.0,362.0,112.0,21.0,239.0,147.0,1558.0,Stephen Curry
32,2012-13,24.0,OKC,NBA,PG,82.0,82.0,2861.0,673.0,1535.0,0.43799999999999994,97.0,300.0,0.32299999999999995,576.0,1235.0,0.466,0.47,460.0,575.0,0.8,111.0,317.0,428.0,607.0,145.0,24.0,273.0,189.0,1903.0,Stephen Curry
33,2013-14,25.0,OKC,NBA,PG,46.0,46.0,1412.0,346.0,791.0,0.43700000000000006,68.0,214.0,0.318,278.0,577.0,0.48200000000000004,0.48,242.0,293.0,0.826,55.0,208.0,263.0,319.0,88.0,7.0,177.0,104.0,1002.0,Stephen Curry
34,2014-15,26.0,OKC,NBA,PG,67.0,67.0,2302.0,627.0,1471.0,0.426,86.0,288.0,0.299,541.0,1183.0,0.457,0.455,546.0,654.0,0.835,124.0,364.0,488.0,574.0,140.0,14.0,293.0,184.0,1886.0,Stephen Curry
35,2015-16,27.0,OKC,NBA,PG,80.0,80.0,2750.0,656.0,1444.0,0.45399999999999996,101.0,341.0,0.29600000000000004,555.0,1103.0,0.503,0.489,465.0,573.0,0.812,145.0,481.0,626.0,834.0,163.0,20.0,342.0,200.0,1878.0,Stephen Curry
36,2016-17,28.0,OKC,NBA,PG,81.0,81.0,2802.0,824.0,1941.0,0.425,200.0,583.0,0.34299999999999997,624.0,1358.0,0.45899999999999996,0.47600000000000003,710.0,840.0,0.845,137.0,727.0,864.0,840.0,132.0,31.0,438.0,190.0,2558.0,Stephen Curry
37,2017-18,29.0,OKC,NBA,PG,80.0,80.0,2914.0,757.0,1687.0,0.449,97.0,326.0,0.298,660.0,1361.0,0.485,0.47700000000000004,417.0,566.0,0.737,152.0,652.0,804.0,820.0,147.0,20.0,381.0,200.0,2028.0,Stephen Curry
38,2018-19,30.0,OKC,NBA,PG,73.0,73.0,2630.0,630.0,1473.0,0.428,119.0,411.0,0.29,511.0,1062.0,0.48100000000000004,0.46799999999999997,296.0,451.0,0.6559999999999999,109.0,698.0,807.0,784.0,142.0,33.0,325.0,245.0,1675.0,Stephen Curry
39,2019-20,31.0,HOU,NBA,PG,6.0,6.0,199.0,47.0,102.0,0.461,7.0,28.0,0.25,40.0,74.0,0.541,0.495,26.0,39.0,0.667,13.0,46.0,59.0,55.0,11.0,4.0,25.0,17.0,127.0,Stephen Curry
40,Career,,,NBA,,827.0,810.0,28529.0,6673.0,15355.0,0.435,929.0,3023.0,0.307,5744.0,12332.0,0.466,0.465,4711.0,5885.0,0.8009999999999999,1384.0,4435.0,5819.0,6952.0,1453.0,254.0,3351.0,2078.0,18986.0,Stephen Curry
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stephen Curry
42,11 seasons,,OKC,NBA,,821.0,804.0,28330.0,6626.0,15253.0,0.434,922.0,2995.0,0.308,5704.0,12258.0,0.465,0.465,4685.0,5846.0,0.8009999999999999,1371.0,4389.0,5760.0,6897.0,1442.0,250.0,3326.0,2061.0,18859.0,Stephen Curry
43,1 season,,HOU,NBA,,6.0,6.0,199.0,47.0,102.0,0.461,7.0,28.0,0.25,40.0,74.0,0.541,0.495,26.0,39.0,0.667,13.0,46.0,59.0,55.0,11.0,4.0,25.0,17.0,127.0,Stephen Curry
44,2009-10,21.0,GSW,NBA,PG,80.0,77.0,2896.0,528.0,1143.0,0.462,166.0,380.0,0.43700000000000006,362.0,763.0,0.474,0.535,177.0,200.0,0.885,48.0,308.0,356.0,472.0,152.0,19.0,243.0,252.0,1399.0,Kevin Durant
45,2010-11,22.0,GSW,NBA,PG,74.0,74.0,2489.0,505.0,1053.0,0.48,151.0,342.0,0.442,354.0,711.0,0.498,0.551,212.0,227.0,0.934,52.0,234.0,286.0,432.0,109.0,20.0,226.0,233.0,1373.0,Kevin Durant
46,2011-12,23.0,GSW,NBA,PG,26.0,23.0,732.0,145.0,296.0,0.49,55.0,121.0,0.455,90.0,175.0,0.514,0.583,38.0,47.0,0.809,15.0,73.0,88.0,138.0,39.0,8.0,65.0,62.0,383.0,Kevin Durant
47,2012-13,24.0,GSW,NBA,PG,78.0,78.0,2983.0,626.0,1388.0,0.451,272.0,600.0,0.45299999999999996,354.0,788.0,0.449,0.5489999999999999,262.0,291.0,0.9,59.0,255.0,314.0,539.0,126.0,12.0,240.0,198.0,1786.0,Kevin Durant
48,2013-14,25.0,GSW,NBA,PG,78.0,78.0,2846.0,652.0,1383.0,0.47100000000000003,261.0,615.0,0.424,391.0,768.0,0.509,0.5660000000000001,308.0,348.0,0.885,46.0,288.0,334.0,666.0,128.0,14.0,294.0,194.0,1873.0,Kevin Durant
49,2014-15,26.0,GSW,NBA,PG,80.0,80.0,2613.0,653.0,1341.0,0.48700000000000004,286.0,646.0,0.44299999999999995,367.0,695.0,0.528,0.594,308.0,337.0,0.914,56.0,285.0,341.0,619.0,163.0,16.0,249.0,158.0,1900.0,Kevin Durant
50,2015-16,27.0,GSW,NBA,PG,79.0,79.0,2700.0,805.0,1598.0,0.504,402.0,886.0,0.45399999999999996,403.0,712.0,0.5660000000000001,0.63,363.0,400.0,0.9079999999999999,68.0,362.0,430.0,527.0,169.0,15.0,262.0,161.0,2375.0,Kevin Durant
51,2016-17,28.0,GSW,NBA,PG,79.0,79.0,2638.0,675.0,1443.0,0.46799999999999997,324.0,789.0,0.41100000000000003,351.0,654.0,0.537,0.58,325.0,362.0,0.898,61.0,292.0,353.0,524.0,142.0,17.0,239.0,183.0,1999.0,Kevin Durant
52,2017-18,29.0,GSW,NBA,PG,51.0,51.0,1631.0,428.0,864.0,0.495,212.0,501.0,0.423,216.0,363.0,0.595,0.618,278.0,302.0,0.9209999999999999,36.0,225.0,261.0,310.0,80.0,8.0,153.0,114.0,1346.0,Kevin Durant
53,2018-19,30.0,GSW,NBA,PG,69.0,69.0,2331.0,632.0,1340.0,0.47200000000000003,354.0,810.0,0.43700000000000006,278.0,530.0,0.525,0.604,263.0,287.0,0.9159999999999999,45.0,324.0,369.0,361.0,92.0,25.0,192.0,166.0,1881.0,Kevin Durant
54,2019-20,31.0,GSW,NBA,PG,4.0,4.0,112.0,27.0,66.0,0.409,9.0,37.0,0.243,18.0,29.0,0.621,0.47700000000000004,18.0,18.0,1.0,4.0,16.0,20.0,26.0,5.0,2.0,15.0,10.0,81.0,Kevin Durant
55,Career,,,NBA,,698.0,692.0,23971.0,5676.0,11915.0,0.47600000000000003,2492.0,5727.0,0.435,3184.0,6188.0,0.515,0.581,2552.0,2819.0,0.905,490.0,2662.0,3152.0,4614.0,1205.0,156.0,2178.0,1731.0,16396.0,Kevin Durant
56,2007-08,19.0,SEA,NBA,SG,80.0,80.0,2768.0,587.0,1366.0,0.43,59.0,205.0,0.28800000000000003,528.0,1161.0,0.455,0.451,391.0,448.0,0.873,70.0,278.0,348.0,192.0,78.0,75.0,232.0,122.0,1624.0,LeBron James
57,2008-09,20.0,OKC,NBA,SF,74.0,74.0,2885.0,661.0,1390.0,0.47600000000000003,97.0,230.0,0.42200000000000004,564.0,1160.0,0.486,0.51,452.0,524.0,0.863,77.0,405.0,482.0,205.0,96.0,53.0,225.0,134.0,1871.0,LeBron James
58,2009-10,21.0,OKC,NBA,SF,82.0,82.0,3239.0,794.0,1668.0,0.47600000000000003,128.0,351.0,0.365,666.0,1317.0,0.506,0.514,756.0,840.0,0.9,105.0,518.0,623.0,231.0,112.0,84.0,271.0,171.0,2472.0,LeBron James
59,2010-11,22.0,OKC,NBA,SF,78.0,78.0,3038.0,711.0,1538.0,0.462,145.0,414.0,0.35,566.0,1124.0,0.504,0.509,594.0,675.0,0.88,57.0,476.0,533.0,214.0,88.0,76.0,218.0,159.0,2161.0,LeBron James
60,2011-12,23.0,OKC,NBA,SF,66.0,66.0,2546.0,643.0,1297.0,0.496,133.0,344.0,0.387,510.0,953.0,0.535,0.547,431.0,501.0,0.86,40.0,487.0,527.0,231.0,88.0,77.0,248.0,133.0,1850.0,LeBron James
61,2012-13,24.0,OKC,NBA,SF,81.0,81.0,3119.0,731.0,1433.0,0.51,139.0,334.0,0.41600000000000004,592.0,1099.0,0.539,0.5589999999999999,679.0,750.0,0.905,46.0,594.0,640.0,374.0,116.0,105.0,280.0,143.0,2280.0,LeBron James
62,2013-14,25.0,OKC,NBA,SF,81.0,81.0,3122.0,849.0,1688.0,0.503,192.0,491.0,0.391,657.0,1197.0,0.5489999999999999,0.56,703.0,805.0,0.873,58.0,540.0,598.0,445.0,103.0,59.0,285.0,174.0,2593.0,LeBron James
63,2014-15,26.0,OKC,NBA,SF,27.0,27.0,913.0,238.0,467.0,0.51,64.0,159.0,0.40299999999999997,174.0,308.0,0.565,0.578,146.0,171.0,0.8540000000000001,16.0,162.0,178.0,110.0,24.0,25.0,74.0,40.0,686.0,LeBron James
64,2015-16,27.0,OKC,NBA,SF,72.0,72.0,2578.0,698.0,1381.0,0.505,186.0,481.0,0.387,512.0,900.0,0.569,0.573,447.0,498.0,0.898,45.0,544.0,589.0,361.0,69.0,85.0,250.0,137.0,2029.0,LeBron James
65,2016-17,28.0,GSW,NBA,PF,62.0,62.0,2070.0,551.0,1026.0,0.537,117.0,312.0,0.375,434.0,714.0,0.608,0.594,336.0,384.0,0.875,39.0,474.0,513.0,300.0,66.0,99.0,138.0,117.0,1555.0,LeBron James
66,2017-18,29.0,GSW,NBA,SF,68.0,68.0,2325.0,630.0,1222.0,0.516,173.0,413.0,0.419,457.0,809.0,0.565,0.586,359.0,404.0,0.889,31.0,433.0,464.0,366.0,50.0,119.0,207.0,133.0,1792.0,LeBron James
67,2018-19,30.0,GSW,NBA,SF,78.0,78.0,2702.0,721.0,1383.0,0.521,137.0,388.0,0.353,584.0,995.0,0.5870000000000001,0.5710000000000001,448.0,506.0,0.885,33.0,464.0,497.0,457.0,58.0,84.0,225.0,155.0,2027.0,LeBron James
68,Career,,,NBA,,849.0,849.0,31305.0,7814.0,15859.0,0.493,1570.0,4122.0,0.381,6244.0,11737.0,0.532,0.542,5742.0,6506.0,0.883,617.0,5375.0,5992.0,3486.0,948.0,941.0,2653.0,1618.0,22940.0,LeBron James
69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LeBron James
70,9 seasons,,"SEA,OKC",NBA,,641.0,641.0,24208.0,5912.0,12228.0,0.483,1143.0,3009.0,0.38,4769.0,9219.0,0.517,0.53,4599.0,5212.0,0.882,514.0,4004.0,4518.0,2363.0,774.0,639.0,2083.0,1213.0,17566.0,LeBron James
71,3 seasons,,GSW,NBA,,208.0,208.0,7097.0,1902.0,3631.0,0.524,427.0,1113.0,0.384,1475.0,2518.0,0.586,0.583,1143.0,1294.0,0.883,103.0,1371.0,1474.0,1123.0,174.0,302.0,570.0,405.0,5374.0,LeBron James
72,2003-04,19.0,CLE,NBA,SG,79.0,79.0,3122.0,622.0,1492.0,0.41700000000000004,63.0,217.0,0.29,559.0,1275.0,0.43799999999999994,0.43799999999999994,347.0,460.0,0.754,99.0,333.0,432.0,465.0,130.0,58.0,273.0,149.0,1654.0,Derrick Rose
73,2004-05,20.0,CLE,NBA,SF,80.0,80.0,3388.0,795.0,1684.0,0.47200000000000003,108.0,308.0,0.35100000000000003,687.0,1376.0,0.499,0.504,477.0,636.0,0.75,111.0,477.0,588.0,577.0,177.0,52.0,262.0,146.0,2175.0,Derrick Rose
74,2005-06,21.0,CLE,NBA,SF,79.0,79.0,3361.0,875.0,1823.0,0.48,127.0,379.0,0.335,748.0,1444.0,0.518,0.515,601.0,814.0,0.738,75.0,481.0,556.0,521.0,123.0,66.0,260.0,181.0,2478.0,Derrick Rose
75,2006-07,22.0,CLE,NBA,SF,78.0,78.0,3190.0,772.0,1621.0,0.47600000000000003,99.0,310.0,0.319,673.0,1311.0,0.513,0.507,489.0,701.0,0.698,83.0,443.0,526.0,470.0,125.0,55.0,250.0,171.0,2132.0,Derrick Rose
76,2007-08,23.0,CLE,NBA,SF,75.0,74.0,3027.0,794.0,1642.0,0.484,113.0,359.0,0.315,681.0,1283.0,0.531,0.518,549.0,771.0,0.7120000000000001,133.0,459.0,592.0,539.0,138.0,81.0,255.0,165.0,2250.0,Derrick Rose
77,2008-09,24.0,CLE,NBA,SF,81.0,81.0,3054.0,789.0,1613.0,0.489,132.0,384.0,0.344,657.0,1229.0,0.535,0.53,594.0,762.0,0.78,106.0,507.0,613.0,587.0,137.0,93.0,241.0,139.0,2304.0,Derrick Rose
78,2009-10,25.0,CLE,NBA,SF,76.0,76.0,2966.0,768.0,1528.0,0.503,129.0,387.0,0.33299999999999996,639.0,1141.0,0.56,0.545,593.0,773.0,0.767,71.0,483.0,554.0,651.0,125.0,77.0,261.0,119.0,2258.0,Derrick Rose
79,2010-11,26.0,MIA,NBA,SF,79.0,79.0,3063.0,758.0,1485.0,0.51,92.0,279.0,0.33,666.0,1206.0,0.552,0.541,503.0,663.0,0.759,80.0,510.0,590.0,554.0,124.0,50.0,284.0,163.0,2111.0,Derrick Rose
80,2011-12,27.0,MIA,NBA,SF,62.0,62.0,2326.0,621.0,1169.0,0.531,54.0,149.0,0.36200000000000004,567.0,1020.0,0.556,0.5539999999999999,387.0,502.0,0.7709999999999999,94.0,398.0,492.0,387.0,115.0,50.0,213.0,96.0,1683.0,Derrick Rose
81,2012-13,28.0,MIA,NBA,PF,76.0,76.0,2877.0,765.0,1354.0,0.565,103.0,254.0,0.406,662.0,1100.0,0.602,0.603,403.0,535.0,0.753,97.0,513.0,610.0,551.0,129.0,67.0,226.0,110.0,2036.0,Derrick Rose
