,2P,2P%,2PA,3P,3P%,3PA,AST,Age,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,Lg,MP,ORB,PF,PTS,Player,Pos,STL,Season,TOV,TRB,Tm,eFG%
605,514.0,0.513,1002.0,3.0,0.231,13.0,220.0,32.0,28.0,241.0,517.0,0.509,1015.0,280.0,0.821,341.0,67.0,67.0,NBA,2338.0,77.0,144.0,1317.0,Jason Kidd,SF,97.0,2004-05,161.0,318.0,ORL,0.511
606,117.0,0.498,235.0,2.0,0.25,8.0,48.0,33.0,6.0,65.0,119.0,0.49,243.0,78.0,0.765,102.0,21.0,17.0,NBA,613.0,15.0,50.0,318.0,Jason Kidd,SF,24.0,2005-06,35.0,80.0,ORL,0.494
607,340.0,0.525,648.0,2.0,0.16699999999999998,12.0,138.0,34.0,25.0,184.0,342.0,0.518,660.0,248.0,0.765,324.0,65.0,64.0,NBA,2009.0,53.0,146.0,934.0,Jason Kidd,SG,61.0,2006-07,144.0,237.0,ORL,0.52
608,325.0,0.535,608.0,33.0,0.317,104.0,203.0,35.0,56.0,279.0,358.0,0.503,712.0,170.0,0.867,196.0,70.0,68.0,NBA,2222.0,74.0,153.0,919.0,Jason Kidd,SF,65.0,2007-08,96.0,353.0,PHO,0.526
609,366.0,0.547,669.0,24.0,0.316,76.0,186.0,36.0,54.0,341.0,390.0,0.523,745.0,181.0,0.8079999999999999,224.0,82.0,68.0,NBA,2445.0,64.0,182.0,985.0,Jason Kidd,SF,90.0,2008-09,126.0,405.0,PHO,0.54
610,301.0,0.483,623.0,35.0,0.43799999999999994,80.0,193.0,37.0,36.0,371.0,336.0,0.478,703.0,205.0,0.8170000000000001,251.0,81.0,81.0,NBA,2430.0,74.0,165.0,912.0,Jason Kidd,SF,60.0,2009-10,108.0,445.0,PHO,0.503
611,354.0,0.498,711.0,45.0,0.395,114.0,200.0,38.0,35.0,261.0,399.0,0.484,825.0,213.0,0.8290000000000001,257.0,80.0,80.0,NBA,2409.0,77.0,184.0,1056.0,Jason Kidd,SF,64.0,2010-11,134.0,338.0,PHO,0.511
612,187.0,0.47,398.0,14.0,0.264,53.0,107.0,39.0,29.0,142.0,201.0,0.446,451.0,83.0,0.7609999999999999,109.0,49.0,46.0,NBA,1378.0,29.0,88.0,499.0,Jason Kidd,SF,41.0,2011-12,65.0,171.0,PHO,0.461
613,35.0,0.402,87.0,3.0,0.273,11.0,26.0,40.0,7.0,43.0,38.0,0.38799999999999996,98.0,14.0,0.583,24.0,29.0,0.0,NBA,437.0,6.0,39.0,93.0,Jason Kidd,SF,11.0,2012-13,25.0,49.0,LAC,0.40299999999999997
614,6126.0,0.493,12429.0,219.0,0.314,697.0,4252.0,,576.0,4993.0,6345.0,0.483,13126.0,4228.0,0.769,5498.0,1026.0,972.0,NBA,34776.0,1176.0,2377.0,17137.0,Jason Kidd,,1248.0,Career,2459.0,6169.0,,0.49200000000000005
615,,,,,,,,,,,,,,,,,,,,,,,,Jason Kidd,,,,,,,
616,3336.0,0.483,6910.0,56.0,0.256,219.0,2720.0,,281.0,2787.0,3392.0,0.47600000000000003,7129.0,2553.0,0.746,3420.0,435.0,434.0,NBA,17007.0,630.0,1131.0,9393.0,Jason Kidd,,694.0,6 seasons,1433.0,3417.0,DET,0.48
617,1533.0,0.509,3009.0,151.0,0.354,427.0,889.0,,210.0,1394.0,1684.0,0.49,3436.0,852.0,0.8220000000000001,1037.0,362.0,343.0,NBA,10884.0,318.0,772.0,4371.0,Jason Kidd,,320.0,5 seasons,529.0,1712.0,PHO,0.512
618,1222.0,0.504,2423.0,9.0,0.225,40.0,617.0,,78.0,769.0,1231.0,0.5,2463.0,809.0,0.795,1017.0,200.0,195.0,NBA,6448.0,222.0,435.0,3280.0,Jason Kidd,,223.0,6 seasons,472.0,991.0,ORL,0.502
619,35.0,0.402,87.0,3.0,0.273,11.0,26.0,,7.0,43.0,38.0,0.38799999999999996,98.0,14.0,0.583,24.0,29.0,0.0,NBA,437.0,6.0,39.0,93.0,Jason Kidd,,11.0,1 season,25.0,49.0,LAC,0.40299999999999997
620,886.0,0.47100000000000003,1882.0,16.0,0.24600000000000002,65.0,472.0,22.0,,288.0,902.0,0.46299999999999997,1947.0,456.0,0.746,611.0,84.0,,ABA,3185.0,150.0,298.0,2276.0,Carl Braun,SG,,1970-71,319.0,438.0,VIR,0.467
621,1004.0,0.457,2195.0,29.0,0.264,110.0,373.0,23.0,,,1033.0,0.44799999999999995,2305.0,542.0,0.8029999999999999,675.0,79.0,,TOT,3238.0,174.0,280.0,2637.0,Carl Braun,SG-PG,,1971-72,340.0,397.0,TOT,0.45399999999999996
622,956.0,0.45899999999999996,2082.0,29.0,0.264,110.0,347.0,23.0,,200.0,985.0,0.449,2192.0,525.0,0.8029999999999999,654.0,73.0,,ABA,3061.0,174.0,261.0,2524.0,Carl Braun,SG,,1971-72,340.0,374.0,VIR,0.456
623,48.0,0.425,113.0,,,,26.0,23.0,,,48.0,0.425,113.0,17.0,0.81,21.0,6.0,,NBA,177.0,,19.0,113.0,Carl Braun,PG,,1971-72,,23.0,PHO,0.425
624,806.0,0.446,1809.0,,,,495.0,24.0,,,806.0,0.446,1809.0,436.0,0.784,556.0,81.0,,NBA,3062.0,,306.0,2048.0,Carl Braun,PG,,1972-73,,342.0,PHO,0.446
625,538.0,0.45899999999999996,1171.0,,,,271.0,25.0,22.0,158.0,538.0,0.45899999999999996,1171.0,246.0,0.7809999999999999,315.0,52.0,,NBA,2003.0,64.0,194.0,1322.0,Carl Braun,PG,99.0,1973-74,,222.0,PHO,0.45899999999999996
626,703.0,0.441,1594.0,,,,311.0,26.0,24.0,201.0,703.0,0.441,1594.0,274.0,0.7809999999999999,351.0,69.0,,NBA,2592.0,72.0,296.0,1680.0,Carl Braun,PG,111.0,1974-75,,273.0,PHO,0.441
627,588.0,0.449,1309.0,,,,341.0,27.0,24.0,252.0,588.0,0.449,1309.0,267.0,0.797,335.0,82.0,,NBA,2913.0,106.0,356.0,1443.0,Carl Braun,SG,103.0,1975-76,,358.0,BOS,0.449
628,326.0,0.444,734.0,,,,196.0,28.0,12.0,139.0,326.0,0.444,734.0,129.0,0.746,173.0,43.0,,NBA,1581.0,52.0,155.0,781.0,Carl Braun,SG,60.0,1976-77,,191.0,BOS,0.444
629,435.0,0.43799999999999994,994.0,,,,378.0,29.0,17.0,187.0,435.0,0.43799999999999994,994.0,194.0,0.746,260.0,79.0,,NBA,2473.0,62.0,252.0,1064.0,Carl Braun,SG,110.0,1977-78,238.0,249.0,TOT,0.43799999999999994
630,210.0,0.433,485.0,,,,143.0,29.0,6.0,77.0,210.0,0.433,485.0,84.0,0.7120000000000001,118.0,31.0,,NBA,1080.0,24.0,97.0,504.0,Carl Braun,SG,51.0,1977-78,105.0,101.0,BOS,0.433
631,225.0,0.442,509.0,,,,235.0,29.0,11.0,110.0,225.0,0.442,509.0,110.0,0.775,142.0,48.0,,NBA,1393.0,38.0,155.0,560.0,Carl Braun,SG,59.0,1977-78,133.0,148.0,LAL,0.442
632,393.0,0.46,854.0,,,,428.0,30.0,30.0,156.0,393.0,0.46,854.0,161.0,0.7490000000000001,215.0,79.0,,NBA,2617.0,54.0,284.0,947.0,Carl Braun,PG,78.0,1978-79,255.0,210.0,DEN,0.46
633,274.0,0.405,677.0,2.0,0.182,11.0,250.0,31.0,23.0,115.0,276.0,0.401,688.0,85.0,0.72,118.0,69.0,,NBA,1860.0,51.0,197.0,639.0,Carl Braun,SG,47.0,1979-80,163.0,166.0,DEN,0.40299999999999997
634,5953.0,0.45,13219.0,47.0,0.253,186.0,3515.0,,152.0,1696.0,6000.0,0.44799999999999995,13405.0,2790.0,0.773,3609.0,717.0,,TOT,25524.0,785.0,2618.0,14837.0,Carl Braun,,608.0,Career,1315.0,2846.0,,0.449
635,4111.0,0.444,9255.0,2.0,0.182,11.0,2696.0,,152.0,1208.0,4113.0,0.444,9266.0,1809.0,0.772,2344.0,560.0,,NBA,19278.0,461.0,2059.0,10037.0,Carl Braun,,608.0,,656.0,2034.0,,0.444
636,1842.0,0.465,3964.0,45.0,0.257,175.0,819.0,,,488.0,1887.0,0.456,4139.0,981.0,0.775,1265.0,157.0,,ABA,6246.0,324.0,559.0,4800.0,Carl Braun,,,,659.0,812.0,,0.461
637,,,,,,,,,,,,,,,,,,,,,,,,Carl Braun,,,,,,,
638,2095.0,0.447,4687.0,,,,1103.0,,46.0,359.0,2095.0,0.447,4687.0,973.0,0.7829999999999999,1243.0,208.0,,NBA,7834.0,136.0,815.0,5163.0,Carl Braun,,210.0,4 seasons,,860.0,PHO,0.447
639,1842.0,0.465,3964.0,45.0,0.257,175.0,819.0,,,488.0,1887.0,0.456,4139.0,981.0,0.775,1265.0,157.0,,ABA,6246.0,324.0,559.0,4800.0,Carl Braun,,,2 seasons,659.0,812.0,VIR,0.461
640,1124.0,0.445,2528.0,,,,680.0,,42.0,468.0,1124.0,0.445,2528.0,480.0,0.767,626.0,156.0,,NBA,5574.0,182.0,608.0,2728.0,Carl Braun,,214.0,3 seasons,105.0,650.0,BOS,0.445
641,667.0,0.436,1531.0,2.0,0.182,11.0,678.0,,53.0,271.0,669.0,0.434,1542.0,246.0,0.7390000000000001,333.0,148.0,,NBA,4477.0,105.0,481.0,1586.0,Carl Braun,,125.0,2 seasons,418.0,376.0,DEN,0.435
642,225.0,0.442,509.0,,,,235.0,,11.0,110.0,225.0,0.442,509.0,110.0,0.775,142.0,48.0,,NBA,1393.0,38.0,155.0,560.0,Carl Braun,,59.0,1 season,133.0,148.0,LAL,0.442
643,,,,,,,174.0,24.0,,,207.0,0.344,601.0,201.0,0.753,267.0,66.0,,NBA,,,219.0,615.0,Vlade Divac,,,1950-51,,562.0,BOS,
644,,,,,,,134.0,25.0,,,197.0,0.361,545.0,149.0,0.741,201.0,66.0,,NBA,1976.0,,219.0,543.0,Vlade Divac,SF,,1951-52,,502.0,BOS,
645,,,,,,,112.0,26.0,,,157.0,0.337,466.0,144.0,0.758,190.0,70.0,,NBA,1994.0,,258.0,458.0,Vlade Divac,SF,,1952-53,,439.0,BOS,
646,,,,,,,74.0,27.0,,,78.0,0.299,261.0,78.0,0.672,116.0,70.0,,NBA,1101.0,,150.0,234.0,Vlade Divac,SF,,1953-54,,304.0,BOS,
647,,,,,,,151.0,28.0,,,193.0,0.33899999999999997,569.0,187.0,0.7509999999999999,249.0,70.0,,NBA,1749.0,,210.0,573.0,Vlade Divac,PF,,1954-55,,385.0,MLH,
648,,,,,,,89.0,29.0,,,101.0,0.32799999999999996,308.0,100.0,0.752,133.0,67.0,,NBA,1144.0,,140.0,302.0,Vlade Divac,SF,,1955-56,,239.0,TOT,
649,,,,,,,61.0,29.0,,,58.0,0.337,172.0,62.0,0.738,84.0,35.0,,NBA,574.0,,71.0,178.0,Vlade Divac,,,1955-56,,138.0,STL,
650,,,,,,,28.0,29.0,,,43.0,0.316,136.0,38.0,0.7759999999999999,49.0,32.0,,NBA,570.0,,69.0,124.0,Vlade Divac,SF,,1955-56,,101.0,FTW,
651,,,,,,,734.0,,,,933.0,0.33899999999999997,2750.0,859.0,0.743,1156.0,409.0,,NBA,7964.0,,1196.0,2725.0,Vlade Divac,,,Career,,2431.0,,
652,,,,,,,,,,,,,,,,,,,,,,,,Vlade Divac,,,,,,,
653,,,,,,,494.0,,,,639.0,0.341,1873.0,572.0,0.7390000000000001,774.0,272.0,,NBA,5071.0,,846.0,1850.0,Vlade Divac,,,4 seasons,,1807.0,BOS,
654,,,,,,,212.0,,,,251.0,0.33899999999999997,741.0,249.0,0.748,333.0,105.0,,NBA,2323.0,,281.0,751.0,Vlade Divac,,,2 seasons,,523.0,"MLH,STL",
655,,,,,,,28.0,,,,43.0,0.316,136.0,38.0,0.7759999999999999,49.0,32.0,,NBA,570.0,,69.0,124.0,Vlade Divac,,,1 season,,101.0,FTW,
656,274.0,0.504,544.0,0.0,0.0,5.0,75.0,21.0,114.0,345.0,274.0,0.499,549.0,153.0,0.708,216.0,82.0,5.0,NBA,1611.0,167.0,240.0,701.0,Bobby Jones,C,79.0,1989-90,110.0,512.0,LAL,0.499
657,355.0,0.57,623.0,5.0,0.35700000000000004,14.0,92.0,22.0,127.0,461.0,360.0,0.565,637.0,196.0,0.703,279.0,82.0,81.0,NBA,2310.0,205.0,247.0,921.0,Bobby Jones,C,106.0,1990-91,146.0,666.0,LAL,0.569
658,152.0,0.51,298.0,5.0,0.263,19.0,60.0,23.0,35.0,160.0,157.0,0.495,317.0,86.0,0.768,112.0,36.0,18.0,NBA,979.0,87.0,114.0,405.0,Bobby Jones,C,55.0,1991-92,88.0,247.0,LAL,0.503
659,376.0,0.505,744.0,21.0,0.28,75.0,232.0,24.0,140.0,509.0,397.0,0.485,819.0,235.0,0.6890000000000001,341.0,82.0,69.0,NBA,2525.0,220.0,311.0,1050.0,Bobby Jones,C,128.0,1992-93,214.0,729.0,LAL,0.498
660,444.0,0.524,848.0,9.0,0.191,47.0,307.0,25.0,112.0,569.0,453.0,0.506,895.0,208.0,0.6859999999999999,303.0,79.0,73.0,NBA,2685.0,282.0,288.0,1123.0,Bobby Jones,C,92.0,1993-94,191.0,851.0,LAL,0.511
661,475.0,0.525,904.0,10.0,0.18899999999999997,53.0,329.0,26.0,174.0,568.0,485.0,0.507,957.0,297.0,0.777,382.0,80.0,80.0,NBA,2807.0,261.0,305.0,1277.0,Bobby Jones,C,109.0,1994-95,205.0,829.0,LAL,0.512
662,411.0,0.521,789.0,3.0,0.16699999999999998,18.0,261.0,27.0,131.0,481.0,414.0,0.513,807.0,189.0,0.6409999999999999,295.0,79.0,79.0,NBA,2470.0,198.0,274.0,1020.0,Bobby Jones,C,76.0,1995-96,199.0,679.0,LAL,0.515
663,407.0,0.509,800.0,11.0,0.23399999999999999,47.0,301.0,28.0,180.0,484.0,418.0,0.494,847.0,177.0,0.6829999999999999,259.0,81.0,80.0,NBA,2840.0,241.0,277.0,1024.0,Bobby Jones,C,103.0,1996-97,193.0,725.0,CHH,0.5
664,264.0,0.506,522.0,3.0,0.214,14.0,172.0,29.0,94.0,335.0,267.0,0.498,536.0,130.0,0.691,188.0,64.0,41.0,NBA,1805.0,183.0,179.0,667.0,Bobby Jones,C,83.0,1997-98,114.0,518.0,CHH,0.501
665,251.0,0.488,514.0,11.0,0.256,43.0,215.0,30.0,51.0,361.0,262.0,0.47,557.0,179.0,0.7020000000000001,255.0,50.0,50.0,NBA,1761.0,140.0,166.0,714.0,Bobby Jones,C,44.0,1998-99,131.0,501.0,SAC,0.48
666,377.0,0.511,738.0,7.0,0.26899999999999996,26.0,244.0,31.0,103.0,482.0,384.0,0.503,764.0,230.0,0.691,333.0,82.0,81.0,NBA,2374.0,174.0,251.0,1005.0,Bobby Jones,C,103.0,1999-00,190.0,656.0,SAC,0.507
667,360.0,0.486,741.0,4.0,0.28600000000000003,14.0,231.0,32.0,93.0,466.0,364.0,0.48200000000000004,755.0,242.0,0.691,350.0,81.0,81.0,NBA,2420.0,207.0,242.0,974.0,Bobby Jones,C,87.0,2000-01,192.0,673.0,SAC,0.485
668,335.0,0.47700000000000004,703.0,3.0,0.231,13.0,297.0,33.0,94.0,466.0,338.0,0.47200000000000003,716.0,209.0,0.615,340.0,80.0,80.0,NBA,2420.0,205.0,229.0,888.0,Bobby Jones,C,79.0,2001-02,158.0,671.0,SAC,0.474
669,299.0,0.475,630.0,6.0,0.24,25.0,274.0,34.0,105.0,417.0,305.0,0.466,655.0,179.0,0.713,251.0,80.0,80.0,NBA,2384.0,157.0,239.0,795.0,Bobby Jones,C,83.0,2002-03,152.0,574.0,SAC,0.47
670,312.0,0.47600000000000003,655.0,2.0,0.154,13.0,432.0,35.0,77.0,327.0,314.0,0.47,668.0,170.0,0.654,260.0,81.0,81.0,NBA,2317.0,136.0,222.0,800.0,Bobby Jones,C,57.0,2003-04,173.0,463.0,SAC,0.47200000000000003
671,13.0,0.419,31.0,0.0,,0.0,19.0,36.0,1.0,14.0,13.0,0.419,31.0,8.0,0.667,12.0,15.0,0.0,NBA,130.0,18.0,25.0,34.0,Bobby Jones,C,4.0,2004-05,14.0,32.0,LAL,0.419
672,5105.0,0.506,10084.0,100.0,0.235,426.0,3541.0,,1631.0,6445.0,5205.0,0.495,10510.0,2888.0,0.6920000000000001,4176.0,1134.0,979.0,NBA,33838.0,2881.0,3609.0,13398.0,Bobby Jones,,1288.0,Career,2470.0,9326.0,,0.5
673,,,,,,,,,,,,,,,,,,,,,,,,Bobby Jones,,,,,,,
674,2500.0,0.523,4781.0,53.0,0.22899999999999998,231.0,1375.0,,834.0,3107.0,2553.0,0.509,5012.0,1372.0,0.7070000000000001,1940.0,535.0,405.0,NBA,15517.0,1438.0,1804.0,6531.0,Bobby Jones,,649.0,8 seasons,1167.0,4545.0,LAL,0.515
675,1934.0,0.486,3981.0,33.0,0.24600000000000002,134.0,1693.0,,523.0,2519.0,1967.0,0.478,4115.0,1209.0,0.6759999999999999,1789.0,454.0,453.0,NBA,13676.0,1019.0,1349.0,5176.0,Bobby Jones,,453.0,6 seasons,996.0,3538.0,SAC,0.48200000000000004
676,671.0,0.508,1322.0,14.0,0.23,61.0,473.0,,274.0,819.0,685.0,0.495,1383.0,307.0,0.687,447.0,145.0,121.0,NBA,4645.0,424.0,456.0,1691.0,Bobby Jones,,186.0,2 seasons,307.0,1243.0,CHH,0.5
