,2P,2P%,2PA,3P,3P%,3PA,AST,Age,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,Lg,MP,ORB,PF,PTS,Player,Pos,STL,Season,TOV,TRB,Tm,eFG%
0,,,,,,,51,24,,,237,0.423,560,114,0.695,164,72,,NBA,1255,,210,588,Wes Unseld,C,,1953-54,,419,MNL,
1,,,,,,,100,25,,,519,0.435,1192,273,0.686,398,70,,NBA,2361,,262,1311,Wes Unseld,C,,1954-55,,802,MNL,
2,,,,,,,164,26,,,594,0.434,1370,338,0.721,469,71,,NBA,2518,,245,1526,Wes Unseld,C,,1955-56,,992,MNL,
3,,,,,,,139,27,,,574,0.426,1348,286,0.717,399,69,,NBA,2492,,251,1434,Wes Unseld,C,,1956-57,,932,MNL,
4,,,,,,,134,28,,,679,0.441,1540,301,0.743,405,71,,NBA,2589,,236,1659,Wes Unseld,C,,1957-58,,862,CIN,
5,,,,,,,91,29,,,402,0.454,885,205,0.82,250,70,,NBA,1599,,216,1009,Wes Unseld,C,,1958-59,,605,STL,
6,,,,,,,127,30,,,550,0.468,1174,316,0.821,385,68,,NBA,1953,,248,1416,Wes Unseld,C,,1959-60,,721,STL,
7,,,,,,,172,31,,,599,0.453,1321,273,0.83,329,67,,NBA,2111,,248,1471,Wes Unseld,C,,1960-61,,677,STL,
8,,,,,,,68,32,,,341,0.471,724,155,0.829,187,40,,NBA,1192,,136,837,Wes Unseld,C,,1961-62,,350,STL,
9,,,,,,,27,33,,,161,0.428,376,73,0.745,98,61,,NBA,568,,137,395,Wes Unseld,C,,1962-63,,177,BOS,
10,,,,,,,24,34,,,128,0.42,305,45,0.789,57,45,,NBA,437,,100,301,Wes Unseld,C,,1963-64,,126,BOS,
11,,,,,,,1097,,,,4784,0.443,10795,2379,0.757,3141,704,,NBA,19075,,2289,11947,Wes Unseld,,,Career,,6663,,
12,,,,,,,,,,,,,,,,,,,,,,,,Wes Unseld,,,,,,,
13,,,,,,,454,,,,1924,0.43,4470,1011,0.707,1430,282,,NBA,8626,,968,4859,Wes Unseld,,,4 seasons,,3145,MNL,
14,,,,,,,458,,,,1892,0.461,4104,949,0.825,1151,245,,NBA,6855,,848,4733,Wes Unseld,,,4 seasons,,2353,STL,
15,,,,,,,51,,,,289,0.424,681,118,0.761,155,106,,NBA,1005,,237,696,Wes Unseld,,,2 seasons,,303,BOS,
16,,,,,,,134,,,,679,0.441,1540,301,0.743,405,71,,NBA,2589,,236,1659,Wes Unseld,,,1 season,,862,CIN,
17,,,,,,,330,23,,,664,0.436,1522,273,0.738,370,80,,NBA,2762,,217,1601,Elvin Hayes,PG,,1966-67,,359,DET,
18,,,,,,,509,24,,,835,0.441,1893,472,0.707,668,79,,NBA,3209,,254,2142,Elvin Hayes,PG,,1967-68,,373,DET,
19,,,,,,,546,25,,,678,0.425,1594,444,0.713,623,77,,NBA,3039,,256,1800,Elvin Hayes,PG,,1968-69,,382,DET,
20,,,,,,,418,26,,,575,0.444,1295,454,0.783,580,70,,NBA,2334,,196,1604,Elvin Hayes,PG,,1969-70,,299,DET,
21,,,,,,,408,27,,,799,0.467,1710,615,0.797,772,82,,NBA,3065,,228,2213,Elvin Hayes,PG,,1970-71,,364,DET,
22,,,,,,,317,28,,,369,0.414,891,278,0.785,354,45,,NBA,1936,,138,1016,Elvin Hayes,PG,,1971-72,,186,DET,
23,,,,,,,637,29,,,692,0.448,1545,456,0.814,560,82,,NBA,3361,,229,1840,Elvin Hayes,PG,,1972-73,,298,DET,
24,,,,,,,555,30,17,173,582,0.436,1336,356,0.813,438,81,,NBA,3124,108,216,1520,Elvin Hayes,PG,109,1973-74,,281,DET,
25,,,,,,,610,31,26,200,578,0.434,1333,343,0.809,424,79,,NBA,3222,86,222,1499,Elvin Hayes,PG,116,1974-75,,286,DET,
26,,,,,,,492,32,23,143,497,0.447,1113,332,0.787,422,82,,NBA,2945,94,262,1326,Elvin Hayes,PG,118,1975-76,,237,WSB,
27,,,,,,,275,33,5,89,271,0.454,597,136,0.773,176,64,,NBA,1516,54,150,678,Elvin Hayes,SG,61,1976-77,,143,WSB,
28,,,,,,,300,34,18,136,422,0.449,940,244,0.824,296,80,,NBA,2256,76,247,1088,Elvin Hayes,PG,79,1977-78,216,212,BOS,
29,,,,,,,5397,,89,741,6962,0.441,15769,4403,0.775,5683,901,,NBA,32769,418,2615,18327,Elvin Hayes,,483,Career,216,3420,,
30,,,,,,,,,,,,,,,,,,,,,,,,Elvin Hayes,,,,,,,
31,,,,,,,4330,,43,373,5772,0.44,13119,3691,0.771,4789,675,,NBA,26052,194,1956,15235,Elvin Hayes,,225,9 seasons,,2828,DET,
32,,,,,,,767,,28,232,768,0.449,1710,468,0.783,598,146,,NBA,4461,148,412,2004,Elvin Hayes,,179,2 seasons,,380,WSB,
33,,,,,,,300,,18,136,422,0.449,940,244,0.824,296,80,,NBA,2256,76,247,1088,Elvin Hayes,,79,1 season,216,212,BOS,
34,,,,,,,330,23,,,664,0.436,1522,273,0.738,370,80,,NBA,2762,,217,1601,Neil Johnston,PG,,1966-67,,359,DET,
35,,,,,,,509,24,,,835,0.441,1893,472,0.707,668,79,,NBA,3209,,254,2142,Neil Johnston,PG,,1967-68,,373,DET,
36,,,,,,,546,25,,,678,0.425,1594,444,0.713,623,77,,NBA,3039,,256,1800,Neil Johnston,PG,,1968-69,,382,DET,
37,,,,,,,418,26,,,575,0.444,1295,454,0.783,580,70,,NBA,2334,,196,1604,Neil Johnston,PG,,1969-70,,299,DET,
38,,,,,,,408,27,,,799,0.467,1710,615,0.797,772,82,,NBA,3065,,228,2213,Neil Johnston,PG,,1970-71,,364,DET,
39,,,,,,,317,28,,,369,0.414,891,278,0.785,354,45,,NBA,1936,,138,1016,Neil Johnston,PG,,1971-72,,186,DET,
40,,,,,,,637,29,,,692,0.448,1545,456,0.814,560,82,,NBA,3361,,229,1840,Neil Johnston,PG,,1972-73,,298,DET,
41,,,,,,,555,30,17,173,582,0.436,1336,356,0.813,438,81,,NBA,3124,108,216,1520,Neil Johnston,PG,109,1973-74,,281,DET,
42,,,,,,,610,31,26,200,578,0.434,1333,343,0.809,424,79,,NBA,3222,86,222,1499,Neil Johnston,PG,116,1974-75,,286,DET,
43,,,,,,,492,32,23,143,497,0.447,1113,332,0.787,422,82,,NBA,2945,94,262,1326,Neil Johnston,PG,118,1975-76,,237,WSB,
44,,,,,,,275,33,5,89,271,0.454,597,136,0.773,176,64,,NBA,1516,54,150,678,Neil Johnston,SG,61,1976-77,,143,WSB,
45,,,,,,,300,34,18,136,422,0.449,940,244,0.824,296,80,,NBA,2256,76,247,1088,Neil Johnston,PG,79,1977-78,216,212,BOS,
46,,,,,,,5397,,89,741,6962,0.441,15769,4403,0.775,5683,901,,NBA,32769,418,2615,18327,Neil Johnston,,483,Career,216,3420,,
47,,,,,,,,,,,,,,,,,,,,,,,,Neil Johnston,,,,,,,
48,,,,,,,4330,,43,373,5772,0.44,13119,3691,0.771,4789,675,,NBA,26052,194,1956,15235,Neil Johnston,,225,9 seasons,,2828,DET,
49,,,,,,,767,,28,232,768,0.449,1710,468,0.783,598,146,,NBA,4461,148,412,2004,Neil Johnston,,179,2 seasons,,380,WSB,
50,,,,,,,300,,18,136,422,0.449,940,244,0.824,296,80,,NBA,2256,76,247,1088,Neil Johnston,,79,1 season,216,212,BOS,
51,742,0.453,1637,,,,349,23,,,742,0.453,1637,507,0.781,649,82,,NBA,3012,,282,1991,Nate Archibald,SG,,1967-68,,465,BAL,0.453
52,809,0.44,1837,,,,392,24,,,809,0.44,1837,447,0.768,582,80,,NBA,3075,,261,2065,Nate Archibald,SG,,1968-69,,280,BAL,0.44
53,695,0.446,1557,,,,402,25,,,695,0.446,1557,532,0.83,641,82,,NBA,3051,,258,1922,Nate Archibald,PG,,1969-70,,257,BAL,0.446
54,663,0.442,1501,,,,354,26,,,663,0.442,1501,406,0.802,506,81,,NBA,2843,,220,1732,Nate Archibald,PG,,1970-71,,213,BAL,0.442
55,287,0.434,662,,,,142,27,,,287,0.434,662,175,0.781,224,63,,NBA,1337,,139,749,Nate Archibald,SG-PG,,1971-72,,100,TOT,0.434
56,26,0.406,64,,,,10,27,,,26,0.406,64,13,0.722,18,3,,NBA,103,,9,65,Nate Archibald,PG,,1971-72,,8,BAL,0.406
57,261,0.436,598,,,,132,27,,,261,0.436,598,162,0.786,206,60,,NBA,1234,,130,684,Nate Archibald,SG,,1971-72,,92,NYK,0.436
58,496,0.488,1016,,,,288,28,,,496,0.488,1016,171,0.822,208,75,,NBA,2370,,195,1163,Nate Archibald,SG,,1972-73,,245,NYK,0.488
59,240,0.468,513,,,,110,29,19,99,240,0.468,513,93,0.823,113,41,,NBA,1194,22,97,573,Nate Archibald,SG,34,1973-74,,121,NYK,0.468
60,668,0.457,1462,,,,270,30,29,271,668,0.457,1462,297,0.827,359,78,,NBA,2814,56,200,1633,Nate Archibald,SG,108,1974-75,,327,NYK,0.457
61,647,0.478,1354,,,,304,31,22,225,647,0.478,1354,280,0.787,356,76,,NBA,2889,48,209,1574,Nate Archibald,SG,111,1975-76,,273,NYK,0.478
62,613,0.517,1185,,,,366,32,23,178,613,0.517,1185,307,0.839,366,77,,NBA,2656,45,197,1533,Nate Archibald,SG,91,1976-77,,223,NYK,0.517
63,556,0.495,1123,,,,361,33,19,135,556,0.495,1123,242,0.832,291,76,,NBA,2369,47,189,1354,Nate Archibald,SG,60,1977-78,179,182,NYK,0.495
64,329,0.471,699,,,,189,34,6,48,329,0.471,699,129,0.838,154,64,,NBA,1393,26,123,787,Nate Archibald,SG,48,1978-79,98,74,NYK,0.471
65,161,0.457,352,0,,0,67,35,3,20,161,0.457,352,56,0.875,64,51,,NBA,633,16,46,378,Nate Archibald,SG,21,1979-80,28,36,NYK,0.457
66,6906,0.464,14898,0,,0,3594,,121,976,6906,0.464,14898,3642,0.807,4513,926,,NBA,29636,260,2416,17454,Nate Archibald,,473,Career,305,2796,,0.464
67,,,,,,,,,,,,,,,,,,,,,,,,Nate Archibald,,,,,,,
68,3971,0.478,8302,0,,0,2087,,121,976,3971,0.478,8302,1737,0.821,2117,598,,NBA,17552,260,1386,9679,Nate Archibald,,473,9 seasons,305,1573,NYK,0.478
69,2935,0.445,6596,,,,1507,,,,2935,0.445,6596,1905,0.795,2396,328,,NBA,12084,,1030,7775,Nate Archibald,,,5 seasons,,1223,BAL,0.445
70,486,0.444,1095,,,,450,22,,,486,0.444,1095,336,0.757,444,82,,NBA,2867,,218,1308,Dave Cowens,PG,,1970-71,,242,CIN,0.444
71,734,0.486,1511,,,,701,23,,,734,0.486,1511,677,0.822,824,76,,NBA,3272,,198,2145,Dave Cowens,PG,,1971-72,,222,CIN,0.486
72,1028,0.488,2106,,,,910,24,,,1028,0.488,2106,663,0.847,783,80,,NBA,3681,,207,2719,Dave Cowens,PG,,1972-73,,223,KCO,0.488
73,222,0.451,492,,,,266,25,7,64,222,0.451,492,173,0.82,211,35,,NBA,1272,21,76,617,Dave Cowens,PG,56,1973-74,,85,KCO,0.451
74,759,0.456,1664,,,,557,26,7,174,759,0.456,1664,652,0.872,748,82,,NBA,3244,48,187,2170,Dave Cowens,PG,119,1974-75,,222,KCO,0.456
75,717,0.453,1583,,,,615,27,15,146,717,0.453,1583,501,0.802,625,78,,NBA,3184,67,169,1935,Dave Cowens,PG,126,1975-76,,213,KCK,0.453
76,250,0.446,560,,,,254,28,11,58,250,0.446,560,197,0.785,251,34,,NBA,1277,22,77,697,Dave Cowens,PG,59,1976-77,,80,NYN,0.446
77,259,0.452,573,,,,324,30,6,78,259,0.452,573,242,0.788,307,69,,NBA,1662,25,132,760,Dave Cowens,PG,55,1978-79,197,103,BOS,0.452
78,379,0.488,776,4,0.222,18,671,31,10,138,383,0.482,794,361,0.83,435,80,80,NBA,2864,59,218,1131,Dave Cowens,PG,106,1979-80,242,197,BOS,0.485
79,382,0.505,757,0,0,9,618,32,18,140,382,0.499,766,342,0.816,419,80,72,NBA,2820,36,201,1106,Dave Cowens,PG,75,1980-81,265,176,BOS,0.499
80,302,0.475,636,6,0.375,16,541,33,3,91,308,0.472,652,236,0.747,316,68,51,NBA,2167,25,131,858,Dave Cowens,PG,52,1981-82,178,116,BOS,0.477
81,230,0.435,529,5,0.208,24,409,34,4,66,235,0.425,553,220,0.743,296,66,19,NBA,1811,25,110,695,Dave Cowens,PG,38,1982-83,163,91,BOS,0.429
82,132,0.506,261,4,0.222,18,160,35,0,60,136,0.487,279,64,0.634,101,46,46,NBA,1038,16,78,340,Dave Cowens,PG,33,1983-84,78,76,MIL,0.495
83,5880,0.469,12543,19,0.224,85,6476,,81,1015,5899,0.467,12628,4664,0.81,5760,876,268,NBA,31159,344,2002,16481,Dave Cowens,,719,Career,1123,2046,,0.468
84,,,,,,,,,,,,,,,,,,,,,,,,Dave Cowens,,,,,,,
85,3946,0.467,8451,,,,3499,,29,384,3946,0.467,8451,3002,0.826,3635,433,,NBA,17520,136,1055,10894,Dave Cowens,,301,6 seasons,,1207,"CIN,KCO,KCK",0.467
86,1552,0.474,3271,15,0.224,67,2563,,41,513,1567,0.469,3338,1401,0.79,1773,363,222,NBA,11324,170,792,4550,Dave Cowens,,326,5 seasons,1045,683,BOS,0.472
87,132,0.506,261,4,0.222,18,160,,0,60,136,0.487,279,64,0.634,101,46,46,NBA,1038,16,78,340,Dave Cowens,,33,1 season,78,76,MIL,0.495
88,250,0.446,560,,,,254,,11,58,250,0.446,560,197,0.785,251,34,,NBA,1277,22,77,697,Dave Cowens,,59,1 season,,80,NYN,0.446
89,486,0.444,1095,,,,450,22,,,486,0.444,1095,336,0.757,444,82,,NBA,2867,,218,1308,Harry Gallatin,PG,,1970-71,,242,CIN,0.444
90,734,0.486,1511,,,,701,23,,,734,0.486,1511,677,0.822,824,76,,NBA,3272,,198,2145,Harry Gallatin,PG,,1971-72,,222,CIN,0.486
91,1028,0.488,2106,,,,910,24,,,1028,0.488,2106,663,0.847,783,80,,NBA,3681,,207,2719,Harry Gallatin,PG,,1972-73,,223,KCO,0.488
92,222,0.451,492,,,,266,25,7,64,222,0.451,492,173,0.82,211,35,,NBA,1272,21,76,617,Harry Gallatin,PG,56,1973-74,,85,KCO,0.451
93,759,0.456,1664,,,,557,26,7,174,759,0.456,1664,652,0.872,748,82,,NBA,3244,48,187,2170,Harry Gallatin,PG,119,1974-75,,222,KCO,0.456
94,717,0.453,1583,,,,615,27,15,146,717,0.453,1583,501,0.802,625,78,,NBA,3184,67,169,1935,Harry Gallatin,PG,126,1975-76,,213,KCK,0.453
95,250,0.446,560,,,,254,28,11,58,250,0.446,560,197,0.785,251,34,,NBA,1277,22,77,697,Harry Gallatin,PG,59,1976-77,,80,NYN,0.446
96,259,0.452,573,,,,324,30,6,78,259,0.452,573,242,0.788,307,69,,NBA,1662,25,132,760,Harry Gallatin,PG,55,1978-79,197,103,BOS,0.452
97,379,0.488,776,4,0.222,18,671,31,10,138,383,0.482,794,361,0.83,435,80,80,NBA,2864,59,218,1131,Harry Gallatin,PG,106,1979-80,242,197,BOS,0.485
98,382,0.505,757,0,0,9,618,32,18,140,382,0.499,766,342,0.816,419,80,72,NBA,2820,36,201,1106,Harry Gallatin,PG,75,1980-81,265,176,BOS,0.499
99,302,0.475,636,6,0.375,16,541,33,3,91,308,0.472,652,236,0.747,316,68,51,NBA,2167,25,131,858,Harry Gallatin,PG,52,1981-82,178,116,BOS,0.477
100,230,0.435,529,5,0.208,24,409,34,4,66,235,0.425,553,220,0.743,296,66,19,NBA,1811,25,110,695,Harry Gallatin,PG,38,1982-83,163,91,BOS,0.429
101,132,0.506,261,4,0.222,18,160,35,0,60,136,0.487,279,64,0.634,101,46,46,NBA,1038,16,78,340,Harry Gallatin,PG,33,1983-84,78,76,MIL,0.495
102,5880,0.469,12543,19,0.224,85,6476,,81,1015,5899,0.467,12628,4664,0.81,5760,876,268,NBA,31159,344,2002,16481,Harry Gallatin,,719,Career,1123,2046,,0.468
103,,,,,,,,,,,,,,,,,,,,,,,,Harry Gallatin,,,,,,,
104,3946,0.467,8451,,,,3499,,29,384,3946,0.467,8451,3002,0.826,3635,433,,NBA,17520,136,1055,10894,Harry Gallatin,,301,6 seasons,,1207,"CIN,KCO,KCK",0.467
105,1552,0.474,3271,15,0.224,67,2563,,41,513,1567,0.469,3338,1401,0.79,1773,363,222,NBA,11324,170,792,4550,Harry Gallatin,,326,5 seasons,1045,683,BOS,0.472
106,132,0.506,261,4,0.222,18,160,,0,60,136,0.487,279,64,0.634,101,46,46,NBA,1038,16,78,340,Harry Gallatin,,33,1 season,78,76,MIL,0.495
107,250,0.446,560,,,,254,,11,58,250,0.446,560,197,0.785,251,34,,NBA,1277,22,77,697,Harry Gallatin,,59,1 season,,80,NYN,0.446
108,486,0.444,1095,,,,450,22,,,486,0.444,1095,336,0.757,444,82,,NBA,2867,,218,1308,Sergei Belov,PG,,1970-71,,242,CIN,0.444
109,734,0.486,1511,,,,701,23,,,734,0.486,1511,677,0.822,824,76,,NBA,3272,,198,2145,Sergei Belov,PG,,1971-72,,222,CIN,0.486
110,1028,0.488,2106,,,,910,24,,,1028,0.488,2106,663,0.847,783,80,,NBA,3681,,207,2719,Sergei Belov,PG,,1972-73,,223,KCO,0.488
111,222,0.451,492,,,,266,25,7,64,222,0.451,492,173,0.82,211,35,,NBA,1272,21,76,617,Sergei Belov,PG,56,1973-74,,85,KCO,0.451
112,759,0.456,1664,,,,557,26,7,174,759,0.456,1664,652,0.872,748,82,,NBA,3244,48,187,2170,Sergei Belov,PG,119,1974-75,,222,KCO,0.456
113,717,0.453,1583,,,,615,27,15,146,717,0.453,1583,501,0.802,625,78,,NBA,3184,67,169,1935,Sergei Belov,PG,126,1975-76,,213,KCK,0.453
114,250,0.446,560,,,,254,28,11,58,250,0.446,560,197,0.785,251,34,,NBA,1277,22,77,697,Sergei Belov,PG,59,1976-77,,80,NYN,0.446
115,259,0.452,573,,,,324,30,6,78,259,0.452,573,242,0.788,307,69,,NBA,1662,25,132,760,Sergei Belov,PG,55,1978-79,197,103,BOS,0.452
116,379,0.488,776,4,0.222,18,671,31,10,138,383,0.482,794,361,0.83,435,80,80,NBA,2864,59,218,1131,Sergei Belov,PG,106,1979-80,242,197,BOS,0.485
117,382,0.505,757,0,0,9,618,32,18,140,382,0.499,766,342,0.816,419,80,72,NBA,2820,36,201,1106,Sergei Belov,PG,75,1980-81,265,176,BOS,0.499
118,302,0.475,636,6,0.375,16,541,33,3,91,308,0.472,652,236,0.747,316,68,51,NBA,2167,25,131,858,Sergei Belov,PG,52,1981-82,178,116,BOS,0.477
119,230,0.435,529,5,0.208,24,409,34,4,66,235,0.425,553,220,0.743,296,66,19,NBA,1811,25,110,695,Sergei Belov,PG,38,1982-83,163,91,BOS,0.429
120,132,0.506,261,4,0.222,18,160,35,0,60,136,0.487,279,64,0.634,101,46,46,NBA,1038,16,78,340,Sergei Belov,PG,33,1983-84,78,76,MIL,0.495
121,5880,0.469,12543,19,0.224,85,6476,,81,1015,5899,0.467,12628,4664,0.81,5760,876,268,NBA,31159,344,2002,16481,Sergei Belov,,719,Career,1123,2046,,0.468
122,,,,,,,,,,,,,,,,,,,,,,,,Sergei Belov,,,,,,,
123,3946,0.467,8451,,,,3499,,29,384,3946,0.467,8451,3002,0.826,3635,433,,NBA,17520,136,1055,10894,Sergei Belov,,301,6 seasons,,1207,"CIN,KCO,KCK",0.467
124,1552,0.474,3271,15,0.224,67,2563,,41,513,1567,0.469,3338,1401,0.79,1773,363,222,NBA,11324,170,792,4550,Sergei Belov,,326,5 seasons,1045,683,BOS,0.472
125,132,0.506,261,4,0.222,18,160,,0,60,136,0.487,279,64,0.634,101,46,46,NBA,1038,16,78,340,Sergei Belov,,33,1 season,78,76,MIL,0.495
126,250,0.446,560,,,,254,,11,58,250,0.446,560,197,0.785,251,34,,NBA,1277,22,77,697,Sergei Belov,,59,1 season,,80,NYN,0.446
127,486,0.444,1095,,,,450,22,,,486,0.444,1095,336,0.757,444,82,,NBA,2867,,218,1308,Lusia Harris-Stewart,PG,,1970-71,,242,CIN,0.444
128,734,0.486,1511,,,,701,23,,,734,0.486,1511,677,0.822,824,76,,NBA,3272,,198,2145,Lusia Harris-Stewart,PG,,1971-72,,222,CIN,0.486
129,1028,0.488,2106,,,,910,24,,,1028,0.488,2106,663,0.847,783,80,,NBA,3681,,207,2719,Lusia Harris-Stewart,PG,,1972-73,,223,KCO,0.488
130,222,0.451,492,,,,266,25,7,64,222,0.451,492,173,0.82,211,35,,NBA,1272,21,76,617,Lusia Harris-Stewart,PG,56,1973-74,,85,KCO,0.451
131,759,0.456,1664,,,,557,26,7,174,759,0.456,1664,652,0.872,748,82,,NBA,3244,48,187,2170,Lusia Harris-Stewart,PG,119,1974-75,,222,KCO,0.456
132,717,0.453,1583,,,,615,27,15,146,717,0.453,1583,501,0.802,625,78,,NBA,3184,67,169,1935,Lusia Harris-Stewart,PG,126,1975-76,,213,KCK,0.453
133,250,0.446,560,,,,254,28,11,58,250,0.446,560,197,0.785,251,34,,NBA,1277,22,77,697,Lusia Harris-Stewart,PG,59,1976-77,,80,NYN,0.446
134,259,0.452,573,,,,324,30,6,78,259,0.452,573,242,0.788,307,69,,NBA,1662,25,132,760,Lusia Harris-Stewart,PG,55,1978-79,197,103,BOS,0.452
135,379,0.488,776,4,0.222,18,671,31,10,138,383,0.482,794,361,0.83,435,80,80,NBA,2864,59,218,1131,Lusia Harris-Stewart,PG,106,1979-80,242,197,BOS,0.485
136,382,0.505,757,0,0,9,618,32,18,140,382,0.499,766,342,0.816,419,80,72,NBA,2820,36,201,1106,Lusia Harris-Stewart,PG,75,1980-81,265,176,BOS,0.499
137,302,0.475,636,6,0.375,16,541,33,3,91,308,0.472,652,236,0.747,316,68,51,NBA,2167,25,131,858,Lusia Harris-Stewart,PG,52,1981-82,178,116,BOS,0.477
138,230,0.435,529,5,0.208,24,409,34,4,66,235,0.425,553,220,0.743,296,66,19,NBA,1811,25,110,695,Lusia Harris-Stewart,PG,38,1982-83,163,91,BOS,0.429
139,132,0.506,261,4,0.222,18,160,35,0,60,136,0.487,279,64,0.634,101,46,46,NBA,1038,16,78,340,Lusia Harris-Stewart,PG,33,1983-84,78,76,MIL,0.495
140,5880,0.469,12543,19,0.224,85,6476,,81,1015,5899,0.467,12628,4664,0.81,5760,876,268,NBA,31159,344,2002,16481,Lusia Harris-Stewart,,719,Career,1123,2046,,0.468
141,,,,,,,,,,,,,,,,,,,,,,,,Lusia Harris-Stewart,,,,,,,
142,3946,0.467,8451,,,,3499,,29,384,3946,0.467,8451,3002,0.826,3635,433,,NBA,17520,136,1055,10894,Lusia Harris-Stewart,,301,6 seasons,,1207,"CIN,KCO,KCK",0.467
143,1552,0.474,3271,15,0.224,67,2563,,41,513,1567,0.469,3338,1401,0.79,1773,363,222,NBA,11324,170,792,4550,Lusia Harris-Stewart,,326,5 seasons,1045,683,BOS,0.472
144,132,0.506,261,4,0.222,18,160,,0,60,136,0.487,279,64,0.634,101,46,46,NBA,1038,16,78,340,Lusia Harris-Stewart,,33,1 season,78,76,MIL,0.495
145,250,0.446,560,,,,254,,11,58,250,0.446,560,197,0.785,251,34,,NBA,1277,22,77,697,Lusia Harris-Stewart,,59,1 season,,80,NYN,0.446
146,486,0.444,1095,,,,450,22,,,486,0.444,1095,336,0.757,444,82,,NBA,2867,,218,1308,Connie Hawkins,PG,,1970-71,,242,CIN,0.444
147,734,0.486,1511,,,,701,23,,,734,0.486,1511,677,0.822,824,76,,NBA,3272,,198,2145,Connie Hawkins,PG,,1971-72,,222,CIN,0.486
148,1028,0.488,2106,,,,910,24,,,1028,0.488,2106,663,0.847,783,80,,NBA,3681,,207,2719,Connie Hawkins,PG,,1972-73,,223,KCO,0.488
149,222,0.451,492,,,,266,25,7,64,222,0.451,492,173,0.82,211,35,,NBA,1272,21,76,617,Connie Hawkins,PG,56,1973-74,,85,KCO,0.451
150,759,0.456,1664,,,,557,26,7,174,759,0.456,1664,652,0.872,748,82,,NBA,3244,48,187,2170,Connie Hawkins,PG,119,1974-75,,222,KCO,0.456
151,717,0.453,1583,,,,615,27,15,146,717,0.453,1583,501,0.802,625,78,,NBA,3184,67,169,1935,Connie Hawkins,PG,126,1975-76,,213,KCK,0.453
152,250,0.446,560,,,,254,28,11,58,250,0.446,560,197,0.785,251,34,,NBA,1277,22,77,697,Connie Hawkins,PG,59,1976-77,,80,NYN,0.446
153,259,0.452,573,,,,324,30,6,78,259,0.452,573,242,0.788,307,69,,NBA,1662,25,132,760,Connie Hawkins,PG,55,1978-79,197,103,BOS,0.452
154,379,0.488,776,4,0.222,18,671,31,10,138,383,0.482,794,361,0.83,435,80,80,NBA,2864,59,218,1131,Connie Hawkins,PG,106,1979-80,242,197,BOS,0.485
155,382,0.505,757,0,0,9,618,32,18,140,382,0.499,766,342,0.816,419,80,72,NBA,2820,36,201,1106,Connie Hawkins,PG,75,1980-81,265,176,BOS,0.499
156,302,0.475,636,6,0.375,16,541,33,3,91,308,0.472,652,236,0.747,316,68,51,NBA,2167,25,131,858,Connie Hawkins,PG,52,1981-82,178,116,BOS,0.477
157,230,0.435,529,5,0.208,24,409,34,4,66,235,0.425,553,220,0.743,296,66,19,NBA,1811,25,110,695,Connie Hawkins,PG,38,1982-83,163,91,BOS,0.429
158,132,0.506,261,4,0.222,18,160,35,0,60,136,0.487,279,64,0.634,101,46,46,NBA,1038,16,78,340,Connie Hawkins,PG,33,1983-84,78,76,MIL,0.495
159,5880,0.469,12543,19,0.224,85,6476,,81,1015,5899,0.467,12628,4664,0.81,5760,876,268,NBA,31159,344,2002,16481,Connie Hawkins,,719,Career,1123,2046,,0.468
160,,,,,,,,,,,,,,,,,,,,,,,,Connie Hawkins,,,,,,,
161,3946,0.467,8451,,,,3499,,29,384,3946,0.467,8451,3002,0.826,3635,433,,NBA,17520,136,1055,10894,Connie Hawkins,,301,6 seasons,,1207,"CIN,KCO,KCK",0.467
162,1552,0.474,3271,15,0.224,67,2563,,41,513,1567,0.469,3338,1401,0.79,1773,363,222,NBA,11324,170,792,4550,Connie Hawkins,,326,5 seasons,1045,683,BOS,0.472
163,132,0.506,261,4,0.222,18,160,,0,60,136,0.487,279,64,0.634,101,46,46,NBA,1038,16,78,340,Connie Hawkins,,33,1 season,78,76,MIL,0.495
164,250,0.446,560,,,,254,,11,58,250,0.446,560,197,0.785,251,34,,NBA,1277,22,77,697,Connie Hawkins,,59,1 season,,80,NYN,0.446
165,486,0.444,1095,,,,450,22,,,486,0.444,1095,336,0.757,444,82,,NBA,2867,,218,1308,Bob Lanier,PG,,1970-71,,242,CIN,0.444
166,734,0.486,1511,,,,701,23,,,734,0.486,1511,677,0.822,824,76,,NBA,3272,,198,2145,Bob Lanier,PG,,1971-72,,222,CIN,0.486
167,1028,0.488,2106,,,,910,24,,,1028,0.488,2106,663,0.847,783,80,,NBA,3681,,207,2719,Bob Lanier,PG,,1972-73,,223,KCO,0.488
168,222,0.451,492,,,,266,25,7,64,222,0.451,492,173,0.82,211,35,,NBA,1272,21,76,617,Bob Lanier,PG,56,1973-74,,85,KCO,0.451
169,759,0.456,1664,,,,557,26,7,174,759,0.456,1664,652,0.872,748,82,,NBA,3244,48,187,2170,Bob Lanier,PG,119,1974-75,,222,KCO,0.456
170,717,0.453,1583,,,,615,27,15,146,717,0.453,1583,501,0.802,625,78,,NBA,3184,67,169,1935,Bob Lanier,PG,126,1975-76,,213,KCK,0.453
171,250,0.446,560,,,,254,28,11,58,250,0.446,560,197,0.785,251,34,,NBA,1277,22,77,697,Bob Lanier,PG,59,1976-77,,80,NYN,0.446
