,2P,2P%,2PA,3P,3P%,3PA,AST,Age,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,Lg,MP,ORB,PF,PTS,Player,Pos,STL,Season,TOV,TRB,Tm,eFG%
741,694,0.457,1520,,,,240,24,106,689,694,0.457,1520,373,0.814,458,75,,NBA,3039,318,198,1761,John Isaacs,PF,65,1973-74,,1007,SEA,0.457
742,608,0.459,1325,,,,137,25,108,432,608,0.459,1325,309,0.811,381,68,,NBA,2529,198,173,1525,John Isaacs,PF,54,1974-75,,630,SEA,0.459
743,605,0.445,1360,,,,92,26,80,644,605,0.445,1360,339,0.757,448,78,,NBA,2892,234,255,1549,John Isaacs,PF,53,1975-76,,878,NYK,0.445
744,202,0.45,449,,,,50,27,29,203,202,0.45,449,109,0.832,131,31,,NBA,1021,77,72,513,John Isaacs,PF,14,1976-77,,280,NYK,0.45
745,412,0.484,852,,,,126,28,72,301,412,0.484,852,96,0.711,135,67,,NBA,1765,141,188,920,John Isaacs,PF,37,1977-78,140,442,NYK,0.484
746,595,0.494,1205,,,,127,29,82,361,595,0.494,1205,231,0.791,292,68,,NBA,2361,172,236,1421,John Isaacs,PF,40,1978-79,200,533,TOT,0.494
747,249,0.489,509,,,,56,29,29,140,249,0.489,509,107,0.733,146,34,,NBA,1023,66,108,605,John Isaacs,PF,10,1978-79,87,206,NYK,0.489
748,346,0.497,696,,,,71,29,53,221,346,0.497,696,124,0.849,146,34,,NBA,1338,106,128,816,John Isaacs,PF,30,1978-79,113,327,NOJ,0.497
749,287,0.489,587,1,0.25,4,93,30,57,214,288,0.487,591,159,0.772,206,76,,NBA,1544,132,197,736,John Isaacs,PF,35,1979-80,134,346,LAL,0.488
750,395,0.478,826,0,0,3,64,32,68,278,395,0.476,829,219,0.842,260,76,63,NBA,2086,144,249,1009,John Isaacs,PF,45,1981-82,175,422,WSB,0.476
751,125,0.402,311,0,0,1,30,33,27,106,125,0.401,312,63,0.724,87,38,25,NBA,775,77,94,313,John Isaacs,PF,12,1982-83,67,183,WSB,0.401
752,6775,0.47,14426,1,0.053,19,1541,,629,4332,6776,0.469,14445,3558,0.796,4471,844,88,TOT,29408,2026,2388,17111,John Isaacs,,355,Career,969,8675,,0.469
753,5789,0.465,12439,1,0.125,8,1351,,629,3228,5790,0.465,12447,3011,0.8,3766,760,88,NBA,25600,1493,2167,14592,John Isaacs,,355,,716,7038,,0.465
754,986,0.496,1987,0,0,11,190,,,1104,986,0.493,1998,547,0.776,705,84,,ABA,3808,533,221,2519,John Isaacs,,,,253,1637,,0.493
755,,,,,,,,,,,,,,,,,,,,,,,,John Isaacs,,,,,,,
756,3168,0.463,6849,,,,769,,214,1121,3168,0.463,6849,1795,0.813,2207,326,,NBA,13156,516,876,8131,John Isaacs,,119,5 seasons,,3954,SEA,0.463
757,1468,0.463,3170,,,,324,,210,1288,1468,0.463,3170,651,0.757,860,210,,NBA,6701,518,623,3587,John Isaacs,,114,4 seasons,227,1806,NYK,0.463
758,520,0.457,1137,0,0,4,94,,95,384,520,0.456,1141,282,0.813,347,114,88,NBA,2861,221,343,1322,John Isaacs,,57,2 seasons,242,605,WSB,0.456
759,986,0.496,1987,0,0,11,190,,,1104,986,0.493,1998,547,0.776,705,84,,ABA,3808,533,221,2519,John Isaacs,,,1 season,253,1637,DNR,0.493
760,287,0.489,587,1,0.25,4,93,,57,214,288,0.487,591,159,0.772,206,76,,NBA,1544,132,197,736,John Isaacs,,35,1 season,134,346,LAL,0.488
761,346,0.497,696,,,,71,,53,221,346,0.497,696,124,0.849,146,34,,NBA,1338,106,128,816,John Isaacs,,30,1 season,113,327,NOJ,0.497
